,Datetime,Tweet Id,Text,Username
63,2014-10-03 07:10:47+00:00,517934773138755584,"Doordarshan is not RSS' mouthpiece: Congress 
Hell fcuk what about Dharna party eating my brain every 15 min on FM?
#MannKiBaat",ankur0906
64,2014-10-03 07:09:32+00:00,517934460063346688,"#NaMoji's #mannkibaat, i liked khadi kharido garib ke ghar me diya jalao part. Kaash,bus,garibi mit jae.Taken back 2 pre-tv days",Marlineponnou1
65,2014-10-03 07:07:48+00:00,517934024367415296,What did I just hear from congress spokeperson... people should not buy khadi...it is costly... huh? What is this argument #MannKiBaat,ankur0906
66,2014-10-03 07:06:07+00:00,517933600927281152,@aliaa08 Alia! Please share your thoughts about #MannKiBaat,goyal_parteek91
67,2014-10-03 07:05:07+00:00,517933346672750592,Himesh saw this coming. #MannKiBaat on #RadioOutreach = #MannKaRadio.,EkBrunMaska
68,2014-10-03 07:03:39+00:00,517932978031169536,"#MannKiBaat Sir,I really respect your actions for better india. But, can anyone tell us what America has given us as a  result of your visit",goyal_parteek91
69,2014-10-03 07:01:20+00:00,517932397656936448,"Old things do recycle and come back,like old memories and the Radio #PM #MannKiBaat #PARIFoundation #NarendraModi #India4India",drsonakaushal
70,2014-10-03 06:51:48+00:00,517929998426968064,"AamAdmi Ke #MannKiBaat --- Modi Ji, Itnee Shandaar Designer ""Khadi"" Kahan Se Late Ho.......Humko Ko Bhi To Pata Chale ??",yksingh26
71,2014-10-03 06:46:15+00:00,517928601501454336,We need to recognise our internal strength: #Modi http://t.co/z037NwTkyB #MannKiBaat http://t.co/EhXbPjjWWT,the_hindu
72,2014-10-03 06:46:15+00:00,517928601379799040,We need to recognise our internal strength: #Modi http://t.co/DV9er1xXw2 #MannKiBaat http://t.co/Lv975FS49p,THexplains
73,2014-10-03 06:38:01+00:00,517926529519857664,Is it #ManKiBaat or #Mannkibaat. LOL !!,TTanvy
74,2014-10-03 06:20:00+00:00,517921993698451459,Modi to become radioactive on Sunday. #MannKiBaat,TheGauravChopra
75,2014-10-03 06:14:00+00:00,517920484495618048,@Atheist_Club @narendramodi why find controversy where there is none..we can be +ve for once #mannkibaat,shaivisingh
76,2014-10-03 06:09:41+00:00,517919398690963456,"How amusing when all the 'high-tech' news channel tuning to a radio.

#MannKiBaat",MalayKurwa
77,2014-10-03 06:03:46+00:00,517917910291845120,@narendramodi #MannKiBaat a revolutionary step to connect with the populace across cross section of society. Please make it :),rajnesh_naidu
78,2014-10-03 06:00:50+00:00,517917169498066944,Can #modi become India's Roosevelt? #MannKiBaat,g_ashwant
79,2014-10-03 05:59:21+00:00,517916795043581952,"debut speech of Mr. PM @narendramodi sir on air.....goose bumping.
#NaMo 
#JayHind 
#MannKiBaat",mynameiskoushik
80,2014-10-03 05:58:59+00:00,517916706132746240,With #MannKiBaat Modi is changing the rules of the outreach game. Radio kills the TV stars!!!,CommunalCow
81,2014-10-03 05:58:17+00:00,517916529552535552,"#swachhindia,
#MyCleanIndia and #Mannkibaat on radio,this is the way we connect common people,tight slap on #Aaptards who beleive in dharna",pankaj_himself
82,2014-10-03 05:58:08+00:00,517916489655922688,We took out an old (but still working) 2-in-1 n listened to #PM on #MannKiBaat. #AIR,ksmsundaram1975
83,2014-10-03 05:56:57+00:00,517916191650635776,"#MannKiBaat @PMOIndia @narendramodi  - Great initiative by you Sir, we all will try to contribute for our growth with togetherness",amitipst
84,2014-10-03 05:54:07+00:00,517915480107933696,After @narendramodi  #MannKiBaat Sonia  Gandhi's  Man ki Pyaas  Jal Bin Machhli Nritya Bin Bijli - (…: http://t.co/LNXhzTGPdI,arshpath
85,2014-10-03 05:51:54+00:00,517914923205410816,The last PM who spoke on #AIR was #IndiraGandhi. #MannKiBaat of @narendramodi made me to edify myself with some common unchecked facts.,sanilsam09
86,2014-10-03 05:51:54+00:00,517914922324221953,What a beautiful inspiring story told by MY PM #MannkiBaat #PMONAIR @airnewsalerts,14_trivedi
87,2014-10-03 05:51:53+00:00,517914920042496000,"Thank you MR.PrimeMinister आज आकाशवाणी फिर से जीवित हो गयी.
#MannKiBaat",sunnyfornoble
88,2014-10-03 05:50:04+00:00,517914461194051587,"#mannkibaat 
5. Khade ho aur chalne ka sankalp karo, duniya tabhi saath degi.
6. Desh ki takat 
    A. Kisano mein
    B. Garib ki jhopdi me",imdeps
89,2014-10-03 05:49:21+00:00,517914281744953345,Respect @narendramodi very nice initiative of reaching out on radio. a lot said that was never said bt shd have been said by PM #mannkibaat,shaivisingh
90,2014-10-03 05:48:57+00:00,517914179039002625,This guy is too active... twitter fb news channel and now radio... #mannkibaat #SwachhBharat #pmindia... all the best #respect,silent0_sam
91,2014-10-03 05:48:38+00:00,517914101935116288,"#mannkibaat
3. Recites story of sher ka bacha
4. Samarthya pehchano, aatma samaan pehchano",imdeps
92,2014-10-03 05:48:34+00:00,517914083924783104,"PM's #vijayadashami Speech was short, to the point &amp; guess came from the heart! #HappyDussehra @narendramodi #MannKiBaat",BinduW1
93,2014-10-03 05:48:28+00:00,517914059560480768,Truly remarkable Speech. I guess today AIR broke all records of TRP :p #mannkibaat #NaMo,SANTHOSHSV1
94,2014-10-03 05:47:57+00:00,517913927879897090,Thank you @narendramodi for choosing Radio! Great start #MannKiBaat #AllIndiaRadio #AIR,MalayKurwa
95,2014-10-03 05:46:59+00:00,517913684618649600,"With @narendramodi ji earmarking the Sunday 11AM slot for #MannKiBaat series, it will clash with @aamir_khan 's #SatyamevJayate ! #MumkinHai",jay_hind47
96,2014-10-03 05:46:45+00:00,517913628071051265,"मन की बात, जन-मन के साथ ! @narendramodi #NaMoOnAIR #MannKiBaat",vijesh21
97,2014-10-03 05:46:06+00:00,517913460747681793,"#mannkibaat
1. PM will engage on 1 or 2 sundays at 11am in month.. 
2. We all should buy atleast 1 khaadi cloth, will help weavers",imdeps
98,2014-10-03 05:45:40+00:00,517913352488513536,A good initiative ! #MannKiBaat by @narendramodi,ashwin_padiyar
99,2014-10-03 05:44:55+00:00,517913165133144064,"Listening #PM#mannKiBaat#radio",Suraj09SURAJ
100,2014-10-03 05:38:15+00:00,517911487491227648,"@narendramodi @PMOIndia  No No sir , not on a sunday at 11 , we'll miss @satyamevjayate :P :P :P #AllIndiaRadio #MannkiBaat  #AIR",Dipikav
101,2014-10-03 05:37:38+00:00,517911332117426178,Don't remember in my life time any PM connected in the manner PM @narendramodi is doing right now. #mannkibaat @drumamehta @PathanAsmakhan,viralrg
102,2014-10-03 05:37:21+00:00,517911260902330368,Narendra modi's live #radio show. Super cool. Leveraging benefit of every medium. #MannKiBaat #VividhBharti,DigitalyYogi
103,2014-10-03 05:36:33+00:00,517911058183241728,अगर आप खादी वस्त्र खरीदते है तो एक गरीब के घर दीवाली का दिया जलता है ! @narendramodi #ModiOnAIR #MannKiBaat,vijesh21
104,2014-10-03 05:33:45+00:00,517910355687661568,#modionradio #airfm #107.20 #india #modi #mannkibaat,ethicalme
105,2014-10-03 05:32:58+00:00,517910158958010368,Ganesh Venkaradari from Mumbai famous ho gaye #Radio #MannKiBaat,SecularBuffalo
106,2014-10-03 05:32:34+00:00,517910055643914240,My Prime Minister on Radio.. #MannKiBaat,nawab_lucknow
107,2014-10-03 05:32:01+00:00,517909916536016897,Now Listening @airnewsalerts #MannKiBaat at 106.4FM,shaishave
108,2014-10-03 05:31:30+00:00,517909789976694784,All set to listen our beloved &amp; respected PM @narendramodi  Great start to #Vijayadashmi #Mannkibaat @vgopss @vallabh86,viralrg
109,2014-10-03 05:23:58+00:00,517907893350563840,PM #NarendraModi to share his #MannKibaat on All India Radio at 11 am today http://t.co/CcSk2GiwEq,LIVEINDIA_NEWS
